"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"R53","RESC0402(1005)_N","3037.402mil","2758.859mil","3037.402mil","2758.86mil","3037.402mil","2778.544mil","T","270.00","RES_0402"
"R54","RESC0402(1005)_N","3107.284mil","3004.924mil","3107.284mil","3004.923mil","3107.284mil","2985.239mil","T","90.00","RES_0402"
"R55","RESC0402(1005)_N","3031.496mil","3004.922mil","3031.496mil","3004.921mil","3031.496mil","2985.237mil","B","90.00","RES_0402"
"R56","RESC0402(1005)_N","3016.733mil","2862.207mil","3016.733mil","2862.206mil","3016.733mil","2842.522mil","T","90.00","RES_0402"
"R57","RESC0402(1005)_N","3071.851mil","3004.924mil","3071.851mil","3004.923mil","3071.851mil","2985.239mil","B","90.00","RES_0402"
"R58","RESC0402(1005)_N","3182.087mil","2919.292mil","3182.087mil","2919.293mil","3182.087mil","2938.977mil","T","270.00","RES_0402"
"R59","RESC0402(1005)_N","3225.394mil","3004.924mil","3225.394mil","3004.923mil","3225.394mil","2985.239mil","T","90.00","RES_0402"
"R60","RESC0402(1005)_N","3224.41mil","2894.685mil","3224.41mil","2894.686mil","3224.41mil","2914.37mil","T","270.00","RES_0402"
"R61","RESC0402(1005)_N","3268.701mil","3004.924mil","3268.701mil","3004.923mil","3268.701mil","2985.239mil","T","90.00","RES_0402"
"R62","RESC0402(1005)_N","3225.394mil","3004.924mil","3225.394mil","3004.923mil","3225.394mil","2985.239mil","B","90.00","RES_0402"
"R64","RESC0402(1005)_N","3213.584mil","2740.159mil","3213.583mil","2740.159mil","3193.899mil","2740.159mil","T","360.00","RES_0402"
"R65","RESC0402(1005)_N","2934.055mil","3004.924mil","2934.055mil","3004.923mil","2934.055mil","2985.239mil","B","90.00","RES_0402"
"R66","RESC0603(1608)_N","2820.867mil","1187.009mil","2820.867mil","1187.009mil","2852.363mil","1187.009mil","T","180.00","RES_0603"
"R67","RESC0603(1608)_N","2789.37mil","483.269mil","2789.37mil","483.269mil","2789.37mil","514.765mil","T","270.00","RES_0603"
"R68","RESC0603(1608)_N","2578.74mil","994.096mil","2578.74mil","994.096mil","2578.74mil","962.6mil","B","90.00","RES_0603"
"R69","RESC0603(1608)_N","2567.914mil","1153.545mil","2567.914mil","1153.545mil","2536.418mil","1153.545mil","B","360.00","RES_0603"
"R70","RESC0603(1608)_N","1906.496mil","925.198mil","1906.496mil","925.198mil","1875mil","925.198mil","T","360.00","RES_0603"
"R71","RESC0603(1608)_N","2171.26mil","1483.269mil","2171.26mil","1483.269mil","2171.26mil","1514.765mil","T","270.00","RES_0603"
"R72","RESC0603(1608)_N","1921.26mil","817.915mil","1921.26mil","817.915mil","1889.764mil","817.915mil","T","360.00","RES_0603"
"R73","RESC0603(1608)_N","1907.481mil","992.127mil","1907.481mil","992.127mil","1875.985mil","992.127mil","T","360.00","RES_0603"
"R74","RESC0603(1608)_N","1906.496mil","1058.072mil","1906.496mil","1058.072mil","1875mil","1058.072mil","T","360.00","RES_0603"
"R75","RESC0603(1608)_N","2754.922mil","598.427mil","2754.922mil","598.427mil","2786.418mil","598.427mil","B","180.00","RES_0603"
"R76","RESC0603(1608)_N","1907.481mil","1124.017mil","1907.481mil","1124.017mil","1875.985mil","1124.017mil","T","360.00","RES_0603"
"R77","RESC0603(1608)_N","1907.481mil","1188.978mil","1907.481mil","1188.978mil","1875.985mil","1188.978mil","T","360.00","RES_0603"
"R78","RESC0603(1608)_N","2822.835mil","664.371mil","2822.835mil","664.371mil","2854.331mil","664.371mil","T","180.00","RES_0603"
"R79","RESC0603(1608)_N","2822.835mil","732.285mil","2822.835mil","732.285mil","2854.331mil","732.285mil","T","180.00","RES_0603"
"R80","RESC0603(1608)_N","2753.937mil","696.852mil","2753.937mil","696.852mil","2785.433mil","696.852mil","B","180.00","RES_0603"
"R81","RESC0603(1608)_N","2754.922mil","758.86mil","2754.922mil","758.86mil","2786.418mil","758.86mil","B","180.00","RES_0603"
"R82","RESC0603(1608)_N","2754.922mil","823.82mil","2754.922mil","823.82mil","2786.418mil","823.82mil","B","180.00","RES_0603"
"R83","RESC0603(1608)_N","2823.819mil","800.198mil","2823.819mil","800.198mil","2855.315mil","800.198mil","T","180.00","RES_0603"
"R84","RESC0603(1608)_N","2684.055mil","1337.598mil","2684.055mil","1337.598mil","2684.055mil","1369.094mil","B","270.00","RES_0603"
"R85","RESC0603(1608)_N","2825.788mil","873.033mil","2825.788mil","873.033mil","2857.284mil","873.033mil","T","180.00","RES_0603"
"R86","RESC0603(1608)_N","2238.189mil","1176.181mil","2238.189mil","1176.181mil","2206.693mil","1176.181mil","B","360.00","RES_0603"
"R87","RESC0603(1608)_N","2821.851mil","598.427mil","2821.851mil","598.427mil","2790.355mil","598.427mil","T","360.00","RES_0603"
"R88","RESC0603(1608)_N","2824.803mil","942.915mil","2824.803mil","942.915mil","2856.3mil","942.915mil","T","180.00","RES_0603"
"R89","RESC0603(1608)_N","2196.851mil","580.71mil","2196.851mil","580.71mil","2228.347mil","580.71mil","B","180.00","RES_0603"
"R90","RESC0603(1608)_N","2820.867mil","1250.001mil","2820.867mil","1250.001mil","2852.363mil","1250.001mil","T","180.00","RES_0603"
"R91","RESC0603(1608)_N","2207.677mil","711.616mil","2207.677mil","711.616mil","2239.173mil","711.616mil","B","180.00","RES_0603"
"R92","RESC0603(1608)_N","2628.937mil","1483.269mil","2628.937mil","1483.269mil","2628.937mil","1514.765mil","T","270.00","RES_0603"
"R93","RESC0603(1608)_N","2532.481mil","1483.269mil","2532.481mil","1483.269mil","2532.481mil","1514.765mil","T","270.00","RES_0603"
"R94","RESC0603(1608)_N","2197.835mil","645.671mil","2197.835mil","645.671mil","2229.331mil","645.671mil","B","180.00","RES_0603"
"R95","RESC0603(1608)_N","2243.111mil","1482.285mil","2243.111mil","1482.285mil","2243.111mil","1513.781mil","T","270.00","RES_0603"
"R96","RESC0603(1608)_N","2313.977mil","1482.285mil","2313.977mil","1482.285mil","2313.977mil","1513.781mil","T","270.00","RES_0603"
"R97","RESC0603(1608)_N","2379.922mil","1482.285mil","2379.922mil","1482.285mil","2379.922mil","1513.781mil","T","270.00","RES_0603"
"R98","RESC0603(1608)_N","2445.867mil","1482.285mil","2445.867mil","1482.285mil","2445.867mil","1513.781mil","T","270.00","RES_0603"
"R99","RESC0402(1005)_N","2049.213mil","380.908mil","2049.213mil","380.907mil","2049.213mil","361.223mil","T","90.00","RES_0402"
"R100","RESC0603(1608)_N","2172.244mil","926.183mil","2172.244mil","926.183mil","2172.244mil","957.678mil","B","270.00","RES_0603"
"R101","RESC0603(1608)_N","2586.535mil","466.537mil","2586.535mil","466.537mil","2586.535mil","435.041mil","B","90.00","RES_0603"
"R102","RESC0603(1608)_N","2456.693mil","466.537mil","2456.693mil","466.537mil","2456.693mil","435.041mil","B","90.00","RES_0603"
"R103","RESC0603(1608)_N","2322.835mil","466.537mil","2322.835mil","466.537mil","2322.835mil","435.041mil","B","90.00","RES_0603"
"R104","RESC0603(1608)_N","2195.788mil","466.537mil","2195.788mil","466.537mil","2195.788mil","435.041mil","B","90.00","RES_0603"
"R105","RESC0603(1608)_N","2649.607mil","466.537mil","2649.607mil","466.537mil","2649.607mil","435.041mil","B","90.00","RES_0603"
"R106","RESC0603(1608)_N","2520.67mil","466.537mil","2520.67mil","466.537mil","2520.67mil","435.041mil","B","90.00","RES_0603"
"R107","RESC0603(1608)_N","2389.764mil","466.537mil","2389.764mil","466.537mil","2389.764mil","435.041mil","B","90.00","RES_0603"
"R108","RESC0603(1608)_N","2254.844mil","466.537mil","2254.844mil","466.537mil","2254.844mil","435.041mil","B","90.00","RES_0603"
"R109","RESC0603(1608)_N","584.646mil","1112.205mil","584.646mil","1112.205mil","553.15mil","1112.205mil","T","360.00","RES_0603"
"R110","RESC0603(1608)_N","584.646mil","1179.134mil","584.646mil","1179.134mil","553.15mil","1179.134mil","T","360.00","RES_0603"
"R111","RESC0603(1608)_N","584.646mil","1308.071mil","584.646mil","1308.071mil","553.15mil","1308.071mil","T","360.00","RES_0603"
"R112","RESC0603(1608)_N","583.661mil","1244.094mil","583.661mil","1244.094mil","552.165mil","1244.094mil","T","360.00","RES_0603"
"R143","RESC0603(1608)_N","1814.961mil","626.97mil","1814.961mil","626.97mil","1846.457mil","626.97mil","B","180.00","RES_0603"
"R144","RESC0603(1608)_N","2048.229mil","377.954mil","2048.229mil","377.954mil","2048.229mil","409.45mil","B","270.00","RES_0603"
"R145","RESC0603(1608)_N","3991.142mil","1168.309mil","3991.142mil","1168.309mil","4022.638mil","1168.309mil","T","180.00","RES_0603"
"R146","RESC0603(1608)_N","3744.095mil","568.899mil","3744.095mil","568.899mil","3775.591mil","568.899mil","B","180.00","RES_0603"
"R147","RESC0603(1608)_N","3345.473mil","1072.836mil","3345.473mil","1072.836mil","3345.473mil","1041.34mil","B","90.00","RES_0603"
"R148","RESC0603(1608)_N","3988.189mil","1103.348mil","3988.189mil","1103.348mil","4019.685mil","1103.348mil","T","180.00","RES_0603"
"R149","RESC0603(1608)_N","3082.678mil","915.356mil","3082.678mil","915.356mil","3051.182mil","915.356mil","T","360.00","RES_0603"
"R150","RESC0603(1608)_N","3373.032mil","1477.364mil","3373.032mil","1477.364mil","3373.032mil","1508.86mil","T","270.00","RES_0603"
"R151","RESC0603(1608)_N","3086.615mil","806.104mil","3086.615mil","806.104mil","3055.119mil","806.104mil","T","360.00","RES_0603"
"R152","RESC0603(1608)_N","3082.678mil","990.159mil","3082.678mil","990.159mil","3051.182mil","990.159mil","T","360.00","RES_0603"
"R153","RESC0603(1608)_N","3082.678mil","1060.041mil","3082.678mil","1060.041mil","3051.182mil","1060.041mil","T","360.00","RES_0603"
"R154","RESC0603(1608)_N","3987.205mil","576.773mil","3987.205mil","576.773mil","4018.701mil","576.773mil","T","180.00","RES_0603"
"R155","RESC0603(1608)_N","3081.693mil","1127.954mil","3081.693mil","1127.954mil","3050.197mil","1127.954mil","T","360.00","RES_0603"
"R156","RESC0603(1608)_N","3083.662mil","1196.852mil","3083.662mil","1196.852mil","3052.166mil","1196.852mil","T","360.00","RES_0603"
"R157","RESC0603(1608)_N","3978.347mil","600.395mil","3978.347mil","600.395mil","4009.843mil","600.395mil","B","180.00","RES_0603"
"R158","RESC0603(1608)_N","3977.363mil","667.324mil","3977.363mil","667.324mil","4008.858mil","667.324mil","B","180.00","RES_0603"
"R159","RESC0603(1608)_N","3987.205mil","645.671mil","3987.205mil","645.671mil","4018.701mil","645.671mil","T","180.00","RES_0603"
"R160","RESC0603(1608)_N","3987.205mil","713.584mil","3987.205mil","713.584mil","4018.701mil","713.584mil","T","180.00","RES_0603"
"R161","RESC0603(1608)_N","3987.205mil","782.482mil","3987.205mil","782.482mil","4018.701mil","782.482mil","T","180.00","RES_0603"
"R162","RESC0603(1608)_N","3978.347mil","535.434mil","3978.347mil","535.434mil","3946.851mil","535.434mil","B","360.00","RES_0603"
"R163","RESC0603(1608)_N","3976.378mil","735.238mil","3976.378mil","735.238mil","4007.874mil","735.238mil","B","180.00","RES_0603"
"R164","RESC0603(1608)_N","3879.921mil","1340.551mil","3879.921mil","1340.551mil","3848.425mil","1340.551mil","B","360.00","RES_0603"
"R165","RESC0603(1608)_N","3975.394mil","805.12mil","3975.394mil","805.12mil","4006.89mil","805.12mil","B","180.00","RES_0603"
"R166","RESC0603(1608)_N","3441.929mil","1201.772mil","3441.929mil","1201.772mil","3410.433mil","1201.772mil","B","360.00","RES_0603"
"R167","RESC0603(1608)_N","3974.41mil","871.064mil","3974.41mil","871.064mil","4005.906mil","871.064mil","B","180.00","RES_0603"
"R168","RESC0603(1608)_N","3375mil","606.301mil","3375mil","606.301mil","3406.496mil","606.301mil","B","180.00","RES_0603"
"R169","RESC0603(1608)_N","3991.142mil","1232.285mil","3991.142mil","1232.285mil","4022.638mil","1232.285mil","T","180.00","RES_0603"
"R170","RESC0603(1608)_N","3374.016mil","734.253mil","3374.016mil","734.253mil","3405.512mil","734.253mil","B","180.00","RES_0603"
"R171","RESC0603(1608)_N","3813.977mil","1473.427mil","3813.977mil","1473.427mil","3813.977mil","1504.923mil","T","270.00","RES_0603"
"R172","RESC0603(1608)_N","3727.363mil","1475.395mil","3727.363mil","1475.395mil","3727.363mil","1506.891mil","T","270.00","RES_0603"
"R173","RESC0603(1608)_N","3374.016mil","672.245mil","3374.016mil","672.245mil","3405.512mil","672.245mil","B","180.00","RES_0603"
"R174","RESC0603(1608)_N","3446.851mil","1475.395mil","3446.851mil","1475.395mil","3446.851mil","1506.891mil","T","270.00","RES_0603"
"R175","RESC0603(1608)_N","3517.717mil","1473.427mil","3517.717mil","1473.427mil","3517.717mil","1504.923mil","T","270.00","RES_0603"
"R176","RESC0603(1608)_N","3588.583mil","1474.411mil","3588.583mil","1474.411mil","3588.583mil","1505.907mil","T","270.00","RES_0603"
"R177","RESC0603(1608)_N","3657.481mil","1474.411mil","3657.481mil","1474.411mil","3657.481mil","1505.907mil","T","270.00","RES_0603"
"R178","RESC0402(1005)_N","3222.441mil","354.333mil","3222.441mil","354.332mil","3222.441mil","334.648mil","T","90.00","RES_0402"
"R179","RESC0603(1608)_N","3345.473mil","943.899mil","3345.473mil","943.899mil","3345.473mil","975.395mil","B","270.00","RES_0603"
"R180","RESC0603(1608)_N","3760.827mil","458.663mil","3760.827mil","458.663mil","3760.827mil","427.167mil","B","90.00","RES_0603"
"R181","RESC0603(1608)_N","3634.843mil","458.663mil","3634.843mil","458.663mil","3634.843mil","427.167mil","B","90.00","RES_0603"
"R182","RESC0603(1608)_N","3499.016mil","458.663mil","3499.016mil","458.663mil","3499.016mil","427.167mil","B","90.00","RES_0603"
"R183","RESC0603(1608)_N","3372.048mil","460.631mil","3372.048mil","460.631mil","3372.048mil","429.135mil","B","90.00","RES_0603"
"R184","RESC0603(1608)_N","3825.788mil","458.663mil","3825.788mil","458.663mil","3825.788mil","427.167mil","B","90.00","RES_0603"
"R185","RESC0603(1608)_N","3698.819mil","458.663mil","3698.819mil","458.663mil","3698.819mil","427.167mil","B","90.00","RES_0603"
"R186","RESC0603(1608)_N","3562.008mil","458.663mil","3562.008mil","458.663mil","3562.008mil","427.167mil","B","90.00","RES_0603"
"R187","RESC0603(1608)_N","3436.024mil","460.631mil","3436.024mil","460.631mil","3436.024mil","429.135mil","B","90.00","RES_0603"
"R188","RESC0603(1608)_N","2968.504mil","634.844mil","2968.504mil","634.844mil","3000mil","634.844mil","B","180.00","RES_0603"
"R189","RESC0603(1608)_N","2968.504mil","710.631mil","2968.504mil","710.631mil","3000mil","710.631mil","B","180.00","RES_0603"
"R190","RESC0402(1005)_N","2419.292mil","4046.26mil","2419.291mil","4046.26mil","2399.607mil","4046.26mil","T","360.00","RES_0402"
"R191","RESC0402(1005)_N","639.764mil","2633.857mil","639.764mil","2633.858mil","639.764mil","2653.542mil","B","270.00","RES_0402"
"R192","RESC0402(1005)_N","332.677mil","3024.607mil","332.677mil","3024.606mil","332.677mil","3004.922mil","T","90.00","RES_0402"
"R193","RESC0402(1005)_N","699.804mil","2660.433mil","699.803mil","2660.433mil","680.119mil","2660.433mil","B","360.00","RES_0402"
"R195","RESC0402(1005)_N","658.464mil","2706.693mil","658.465mil","2706.693mil","678.149mil","2706.693mil","B","180.00","RES_0402"
"R196","RESC0402(1005)_N","292.322mil","2511.811mil","292.323mil","2511.811mil","312.007mil","2511.811mil","T","180.00","RES_0402"
"R197","RESC0402(1005)_N","498.031mil","2556.101mil","498.031mil","2556.102mil","498.031mil","2575.786mil","B","270.00","RES_0402"
"R198","RESC0402(1005)_N","574.804mil","2401.575mil","574.803mil","2401.575mil","555.119mil","2401.575mil","T","360.00","RES_0402"
"R199","RESC0402(1005)_N","293.306mil","2360.236mil","293.307mil","2360.236mil","312.991mil","2360.236mil","T","180.00","RES_0402"
"R200","RESC0402(1005)_N","496.064mil","2401.575mil","496.063mil","2401.575mil","476.379mil","2401.575mil","T","360.00","RES_0402"
"R201","RESC0402(1005)_N","558.071mil","2462.599mil","558.071mil","2462.598mil","558.071mil","2442.914mil","T","90.00","RES_0402"
"R202","RESC0402(1005)_N","696.849mil","2116.142mil","696.85mil","2116.142mil","716.534mil","2116.142mil","B","180.00","RES_0402"
"R203","RESC0402(1005)_N","632.874mil","2082.677mil","632.874mil","2082.678mil","632.874mil","2102.362mil","B","270.00","RES_0402"
"R204","RESC0402(1005)_N","631.89mil","2162.402mil","631.89mil","2162.403mil","631.89mil","2182.087mil","B","270.00","RES_0402"
"R205","RESC0402(1005)_N","587.598mil","2124.999mil","587.598mil","2125mil","587.598mil","2144.684mil","B","270.00","RES_0402"
"R206","RESC0402(1005)_N","593.504mil","2258.858mil","593.503mil","2258.858mil","573.819mil","2258.858mil","T","360.00","RES_0402"
"R207","RESC0402(1005)_N","532.48mil","2241.143mil","532.48mil","2241.142mil","532.48mil","2221.458mil","T","90.00","RES_0402"
"R208","RESC0402(1005)_N","660.433mil","2292.322mil","660.433mil","2292.323mil","660.433mil","2312.007mil","T","270.00","RES_0402"
"R209","RESC0402(1005)_N","293.306mil","2316.929mil","293.307mil","2316.929mil","312.991mil","2316.929mil","T","180.00","RES_0402"
"R210","RESC0402(1005)_N","593.502mil","2211.614mil","593.503mil","2211.614mil","613.187mil","2211.614mil","T","180.00","RES_0402"
"R211","RESC0402(1005)_N","1368.11mil","2366.143mil","1368.11mil","2366.142mil","1368.11mil","2346.458mil","B","90.00","RES_0402"
"R212","RESC0402(1005)_N","1258.859mil","2297.244mil","1258.858mil","2297.244mil","1239.174mil","2297.244mil","B","360.00","RES_0402"
"R213","RESC0402(1005)_N","1282.48mil","2357.282mil","1282.48mil","2357.284mil","1282.48mil","2376.968mil","B","270.00","RES_0402"
"R214","RESC0402(1005)_N","1240.157mil","2357.282mil","1240.157mil","2357.284mil","1240.157mil","2376.968mil","B","270.00","RES_0402"
"R215","RESC0402(1005)_N","1264.764mil","2147.639mil","1264.764mil","2147.638mil","1264.764mil","2127.954mil","T","90.00","RES_0402"
"R216","RESC0402(1005)_N","1221.457mil","2107.285mil","1221.457mil","2107.284mil","1221.457mil","2087.599mil","T","90.00","RES_0402"
"R217","RESC0402(1005)_N","1311.024mil","2150.592mil","1311.024mil","2150.591mil","1311.024mil","2130.907mil","T","90.00","RES_0402"
"R218","RESC0402(1005)_N","806.102mil","2092.519mil","806.102mil","2092.52mil","806.102mil","2112.204mil","B","270.00","RES_0402"
"R219","RESC0402(1005)_N","1264.764mil","2067.914mil","1264.764mil","2067.913mil","1264.764mil","2048.229mil","T","90.00","RES_0402"
"R220","RESC0402(1005)_N","1431.102mil","2255.904mil","1431.102mil","2255.905mil","1431.102mil","2275.589mil","T","270.00","RES_0402"
"R221","RESC0805(2012)_N","1494.094mil","2091.536mil","1494.094mil","2091.536mil","1531.496mil","2091.536mil","B","180.00","RES_0805"
"R222","RESC0402(1005)_N","1577.756mil","2214.566mil","1577.756mil","2214.567mil","1577.756mil","2234.251mil","B","270.00","RES_0402"
"R223","RESC0402(1005)_N","1616.143mil","2257.874mil","1616.142mil","2257.874mil","1596.458mil","2257.874mil","T","360.00","RES_0402"
"R224","RESC0402(1005)_N","1577.756mil","2293.306mil","1577.756mil","2293.307mil","1577.756mil","2312.991mil","B","270.00","RES_0402"
"R225","RESC0402(1005)_N","3609.253mil","2745.079mil","3609.252mil","2745.079mil","3589.568mil","2745.079mil","B","360.00","RES_0402"
"R226","RESC0402(1005)_N","3681.102mil","2806.101mil","3681.102mil","2806.102mil","3681.102mil","2825.786mil","T","270.00","RES_0402"
"R227","RESC0402(1005)_N","762.796mil","1787.402mil","762.796mil","1787.401mil","762.796mil","1767.717mil","B","90.00","RES_0402"
"R228","RESC0402(1005)_N","762.796mil","1709.647mil","762.796mil","1709.646mil","762.796mil","1689.962mil","B","90.00","RES_0402"
"R229","RESC0402(1005)_N","1232.284mil","1581.694mil","1232.284mil","1581.693mil","1232.284mil","1562.009mil","T","90.00","RES_0402"
"R230","RESC0402(1005)_N","871.063mil","1887.794mil","871.063mil","1887.795mil","871.063mil","1907.479mil","T","270.00","RES_0402"
"R231","RESC0402(1005)_N","1111.219mil","1927.165mil","1111.22mil","1927.165mil","1130.905mil","1927.165mil","T","180.00","RES_0402"
"R232","RESC0402(1005)_N","639.764mil","1872.048mil","639.764mil","1872.047mil","639.764mil","1852.363mil","T","90.00","RES_0402"
"R233","RESC0402(1005)_N","793.308mil","1753.937mil","793.307mil","1753.937mil","773.623mil","1753.937mil","T","360.00","RES_0402"
"R234","RESC0402(1005)_N","915.354mil","1887.794mil","915.354mil","1887.795mil","915.354mil","1907.479mil","T","270.00","RES_0402"
"R235","RESC0402(1005)_N","793.308mil","1800.197mil","793.307mil","1800.197mil","773.623mil","1800.197mil","T","360.00","RES_0402"
"R236","RESC0402(1005)_N","1337.597mil","1594.488mil","1337.598mil","1594.488mil","1357.282mil","1594.488mil","T","180.00","RES_0402"
"R237","RESC0402(1005)_N","812.009mil","1828.741mil","812.009mil","1828.74mil","812.009mil","1809.056mil","B","90.00","RES_0402"
"R238","RESC0402(1005)_N","2815.946mil","1665.354mil","2815.945mil","1665.354mil","2796.261mil","1665.354mil","T","360.00","RES_0402"
"R239","RESC0402(1005)_N","2731.299mil","1580.71mil","2731.299mil","1580.709mil","2731.299mil","1561.025mil","T","90.00","RES_0402"
"R246","RESC0402(1005)_N","1958.661mil","4147.638mil","1958.661mil","4147.637mil","1958.661mil","4127.953mil","T","90.00","RES_0402"
"R247","RESC0402(1005)_N","1959.095mil","4068.938mil","1959.095mil","4068.937mil","1959.095mil","4049.253mil","T","90.00","RES_0402"
"R248","RESC0402(1005)_N","2043.78mil","4185.081mil","2043.78mil","4185.08mil","2043.78mil","4165.396mil","T","90.00","RES_0402"
"R249","RESC0402(1005)_N","2484.253mil","3701.772mil","2484.252mil","3701.772mil","2464.568mil","3701.772mil","B","360.00","RES_0402"
"R250","RESC0402(1005)_N","2481.3mil","3908.465mil","2481.299mil","3908.465mil","2461.615mil","3908.465mil","B","360.00","RES_0402"
"R260","RESC0402(1005)_N","947.834mil","3396.655mil","947.835mil","3396.655mil","967.519mil","3396.655mil","B","180.00","RES_0402"
"R261","RESC0402(1005)_N","946.849mil","3438.977mil","946.85mil","3438.977mil","966.534mil","3438.977mil","B","180.00","RES_0402"
"R262","RESC0402(1005)_N","299.212mil","3514.765mil","299.213mil","3514.765mil","318.897mil","3514.765mil","T","180.00","RES_0402"
"R263","RESC0402(1005)_N","1256.89mil","4027.561mil","1256.89mil","4027.56mil","1256.89mil","4007.876mil","B","90.00","RES_0402"
"R264","RESC0402(1005)_N","464.566mil","3368.111mil","464.567mil","3368.111mil","484.251mil","3368.111mil","T","180.00","RES_0402"
"R265","RESC0402(1005)_N","987.205mil","4203.74mil","987.205mil","4203.741mil","987.205mil","4223.425mil","B","270.00","RES_0402"
"R266","RESC0402(1005)_N","836.615mil","3375.986mil","836.614mil","3375.986mil","816.93mil","3375.986mil","B","360.00","RES_0402"
"R270","RESC0402(1005)_N","2421.26mil","3091.538mil","2421.26mil","3091.537mil","2421.26mil","3071.853mil","B","90.00","RES_0402"
"R271","RESC0402(1005)_N","2423.229mil","3013.782mil","2423.229mil","3013.781mil","2423.229mil","2994.097mil","B","90.00","RES_0402"
"R272","RESC0402(1005)_N","2355.315mil","2449.803mil","2355.315mil","2449.805mil","2355.315mil","2469.488mil","T","270.00","RES_0402"
"R273","RESC0402(1005)_N","2455.709mil","2022.637mil","2455.709mil","2022.638mil","2455.709mil","2042.322mil","T","270.00","RES_0402"
"R274","RESC0402(1005)_N","2503.937mil","2024.605mil","2503.937mil","2024.606mil","2503.937mil","2044.29mil","T","270.00","RES_0402"
"R275","RESC0402(1005)_N","2679.134mil","2025.59mil","2679.134mil","2025.591mil","2679.134mil","2045.275mil","T","270.00","RES_0402"
"R276","RESC0402(1005)_N","2410.433mil","2022.637mil","2410.433mil","2022.638mil","2410.433mil","2042.322mil","T","270.00","RES_0402"
"R277","RESC0402(1005)_N","2848.425mil","2025.59mil","2848.425mil","2025.591mil","2848.425mil","2045.275mil","T","270.00","RES_0402"
"R278","RESC0402(1005)_N","3471.458mil","2106.299mil","3471.457mil","2106.299mil","3451.773mil","2106.299mil","T","360.00","RES_0402"
"R279","RESC0402(1005)_N","3471.458mil","1934.055mil","3471.457mil","1934.055mil","3451.773mil","1934.055mil","T","360.00","RES_0402"
"R280","RESC0402(1005)_N","1964.568mil","2381.89mil","1964.567mil","2381.89mil","1944.883mil","2381.89mil","B","360.00","RES_0402"
"R281","RESC0402(1005)_N","3792.322mil","2495.079mil","3792.323mil","2495.079mil","3812.007mil","2495.079mil","T","180.00","RES_0402"
"R282","RESC0402(1005)_N","2682.086mil","2209.646mil","2682.086mil","2209.645mil","2682.086mil","2189.961mil","B","90.00","RES_0402"
"R283","RESC0402(1005)_N","2639.764mil","2209.644mil","2639.764mil","2209.645mil","2639.764mil","2229.329mil","B","270.00","RES_0402"
"R284","RESC0402(1005)_N","3647.638mil","4419.292mil","3647.638mil","4419.291mil","3647.638mil","4399.607mil","T","90.00","RES_0402"
"R285","RESC0402(1005)_N","3680.117mil","4552.165mil","3680.118mil","4552.165mil","3699.802mil","4552.165mil","B","180.00","RES_0402"
"R286","RESC0402(1005)_N","3622.048mil","4267.717mil","3622.047mil","4267.717mil","3602.363mil","4267.717mil","B","360.00","RES_0402"
"R287","RESC0402(1005)_N","3738.189mil","4464.566mil","3738.189mil","4464.567mil","3738.189mil","4484.251mil","T","270.00","RES_0402"
"R288","RESC0402(1005)_N","3489.172mil","4391.732mil","3489.173mil","4391.732mil","3508.857mil","4391.732mil","T","180.00","RES_0402"
"R289","RESC0402(1005)_N","3928.149mil","4298.228mil","3928.15mil","4298.228mil","3947.834mil","4298.228mil","T","180.00","RES_0402"
"R290","RESC0402(1005)_N","3843.503mil","4253.937mil","3843.504mil","4253.937mil","3863.188mil","4253.937mil","T","180.00","RES_0402"
"R291","RESC0402(1005)_N","3388.78mil","4461.615mil","3388.78mil","4461.614mil","3388.78mil","4441.93mil","T","90.00","RES_0402"
"R292","RESC0402(1005)_N","3530.512mil","4462.597mil","3530.512mil","4462.598mil","3530.512mil","4482.282mil","T","270.00","RES_0402"
"R293","RESC0402(1005)_N","3432.087mil","4461.615mil","3432.087mil","4461.614mil","3432.087mil","4441.93mil","T","90.00","RES_0402"
"R294","RESC0402(1005)_N","3928.149mil","4253.937mil","3928.15mil","4253.937mil","3947.834mil","4253.937mil","T","180.00","RES_0402"
"R295","RESC0402(1005)_N","3851.377mil","4063.976mil","3851.378mil","4063.976mil","3871.062mil","4063.976mil","T","180.00","RES_0402"
"R296","RESC0402(1005)_N","3312.993mil","4527.559mil","3312.992mil","4527.559mil","3293.308mil","4527.559mil","T","360.00","RES_0402"
"R297","RESC0402(1005)_N","3676.182mil","4507.874mil","3676.181mil","4507.874mil","3656.497mil","4507.874mil","T","360.00","RES_0402"
"R298","RESC0402(1005)_N","3488.189mil","4512.794mil","3488.189mil","4512.795mil","3488.189mil","4532.479mil","T","270.00","RES_0402"
"R299","RESC0402(1005)_N","3293.306mil","4307.087mil","3293.307mil","4307.087mil","3312.991mil","4307.087mil","T","180.00","RES_0402"
"R300","RESC0402(1005)_N","3417.323mil","4167.322mil","3417.323mil","4167.323mil","3417.323mil","4187.007mil","B","270.00","RES_0402"
"R301","RESC0402(1005)_N","3319.882mil","3795.277mil","3319.882mil","3795.276mil","3319.882mil","3775.592mil","B","90.00","RES_0402"
"R302","RESC0402(1005)_N","3539.369mil","4249.016mil","3539.37mil","4249.016mil","3559.054mil","4249.016mil","B","180.00","RES_0402"
